V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,Amount,Class
1.3231882336633654,-0.5414699112019907,-2.9782784094927814,-1.1810906311034859,3.0602899089584072,4.067476609193212,-3.3020269677467327,-1.6272979985265108,-5.445571487569156,2.476733377713529,0.44465126777553543,0.41344267090081543,1.6031791636914927,-0.6750288938782194,2.9768010474586264,-2.6269368821364285,2.575023357643694,-0.44960086104338104,-0.6891165514203833,-7.943606398557959,46.92680899768591,0
0.9717695631082963,-0.23307024638128448,2.112922252067836,-0.14649965460463144,2.5206808566542964,-0.6223775518937695,-2.617027659264715,-1.5254082059711895,-5.127513589796908,-0.017313650876648046,1.7163622025796879,-2.19617182313685,0.8851628212398162,-0.9487056603749676,0.8898276177968024,-0.15150243258209084,0.6829212281241569,1.5315256584433303,0.4848006156669451,-5.106901383042014,301.0121430917521,0
0.08083857380046378,-1.297336683948079,5.958390333457371,-12.57446354699129,-0.2265424088477117,-2.38162318245144,-3.1054816079051806,-5.08375363767833,-1.982817455313449,4.415566987750721,2.759128550601387,-1.5944556149703542,1.4212701872413045,-1.4604441444963947,-3.1437980661860636,-2.74500071060922,4.521132844372879,-2.803548391374763,1.3149133903181902,-16.043180198069646,131.67456935454493,0
0.44651176618739097,0.6524711525959876,-3.8036279766033436,-4.147973218147083,1.3201903414259641,0.8450939626833789,0.8432444566640827,-4.073603509324879,2.3574564794607245,2.5160314633881145,-2.3762114917833714,-1.0529723895891094,0.27769719658869696,0.06556370834627168,-0.45217913376999086,-1.5972378972963117,1.4049799871339719,-0.9686620308506212,0.09007189528903115,-1.8091871628099814,91.29425537759532,0
-0.3012835499516726,-0.52177461320506,-0.603533282746651,-0.27663683831693997,0.9237215342245405,0.7899610397342112,0.16321869676653655,-2.0973605470871135,0.5341968971166342,-1.6638110162302628,0.2644010173328919,-1.1488144166618681,1.161537993196875,-0.33224778035555924,-2.210205068304088,-0.5257913915075935,0.8108740782028643,-1.4388817312145747,-0.42127279952176533,-2.0277592187408158,16.962487046234628,0
1.109822345835764,2.0978444472918034,-1.5732368157105066,-8.243552597738951,1.9109406474594048,1.6035094644403394,-4.046096442717415,-0.34893956329771814,-5.1875337544121365,3.1141962185212053,1.7723624778249056,1.2007872025656914,2.610536614999654,2.4498871574338428,2.738388772430697,-1.4446810330685051,-2.443474912929145,1.938342519327628,-3.5502461099213414,-6.507065946737907,16.959629191460518,0
-1.8744133072523557,-2.932780459873955,-0.633782061842393,-10.189795899050091,2.7992682522068466,-1.6963785103333522,-1.697214484012645,-4.485931951367872,-1.3677196141555772,5.219560134361543,-1.8840482412378678,0.09388092807440529,-0.5341810828947609,-2.219518374951435,-2.4821218769836677,-1.4826821766332943,12.339215298580939,3.0889349959158623,2.6199601982829805,-8.176147211451092,5.983876860868068,0
-0.03509469418378108,0.3349867268999369,-1.45099250948641,0.6129556196537107,-2.342163378674837,2.933620057906981,0.6847455151300195,0.6984571851464256,0.08770372340884913,1.4905908603713436,0.5081896198826292,-0.8850326284150185,2.7067191809746105,0.2252877479335489,0.8360846500675607,0.04388462753192668,-0.4880802388947316,-0.08793670908777207,-3.962618955421287,2.7614049203566347,201.12308644799396,0
-1.465289942646093,-1.4522514945979959,6.403275491809472,-0.01767080330224524,1.3547857761238253,-0.4316239376593113,1.2284678352212808,1.4710645033323169,-0.23107199171207352,2.5203414564450726,3.526796502995806,-0.5277333349063342,1.754976519501688,0.049495154496253524,-2.1171980081770974,-1.3956312885141229,2.4004405613868744,-4.859699327419378,2.2369934916769614,-7.286881633579363,91.90821536272645,0
-3.2238439112782777,2.0675746369484598,8.161180191390493,-5.156824320005157,-2.4485448115845356,0.007897527506163904,-3.5296929873624094,-2.0476665011711415,4.373933315308833,-0.3999296924571296,2.280050746487607,-0.8884667245339974,-5.140455207798014,2.78668059085164,0.024325278226347224,3.701146471736301,-0.1958834928736355,-0.8475318705460024,-1.4915116979344205,6.750974911161996,123.12500617045903,0
-0.37156245599502113,5.556276263312485,-8.073970940282667,3.9641440267090378,1.4394294312937324,3.952502112996595,2.2208189415970074,1.4125155274861756,8.886205709095625,2.057901778252816,-1.5894020252974,-2.7262220075585955,-2.266349066012287,4.200581763898037,2.839668142184907,-2.10324896065238,-4.931007592258352,3.413529413202242,-2.6511892238274624,15.170409120442239,2.0799307999138623,0
-1.951087525235062,2.512306407158727,0.2686102731018063,7.672655265630686,0.2161952867729937,3.420328321550893,1.041746925616443,1.9897475075588629,7.593929922585198,-1.985098367959321,0.7684849894697386,-1.1472006815768103,-2.9042361184129195,2.290865653546999,0.024811034701246015,1.5102101873770573,-2.3070393476323443,-0.7171127921825569,0.7869996259635234,12.592673431311134,350.3557475158312,0
